cluster,buy_now,shop_now,limited_offer,add_cart,use_code,free_shipping,today_only,free_delivery,extra_discount,voucher_code,last_chance,up_to,%_off
0,0.2674654752233956,0.07940698619008936,0.014419171405361494,0.39764419171405363,0.004264825345247766,0.1996344435418359,0.0008123476848090983,0.013403736799350122,0.008834281072298944,0.015129975629569456,0.014825345247766044,0.11971974004874086,0.09809098294069862
1,0.14820249449743214,0.10271460014673514,0.06236243580337491,0.2949376375641966,0.03521643433602348,0.30154071900220103,0.00293470286133529,0.006603081438004402,0.0491562729273661,0.05649303008070433,0.0007336757153338225,0.06309611151870873,0.04768892149669846
